Category Code,Category Path,Name,Full Code,Can Be Auctioned,Can Be Classified,Durations,Tradevine Caters for this Category
8588,Building-renovation > Building-supplies > Panels-boards > Other,Other,5964-5990-5993-8588,Yes,No,"2,3,4,5,6,7,10",Yes
8587,Building-renovation > Building-supplies > Panels-boards > Plasterboard,Plasterboard,5964-5990-5993-8587,Yes,No,"2,3,4,5,6,7,10",Yes
8586,Building-renovation > Building-supplies > Panels-boards > Plywood,Plywood,5964-5990-5993-8586,Yes,No,"2,3,4,5,6,7,10",Yes
8593,Building-renovation > Building-supplies > Roofing > Other,Other,5964-5990-5994-8593,Yes,No,"2,3,4,5,6,7,10",Yes
8590,Building-renovation > Building-supplies > Roofing > Polycarbonate-roofing,Polycarbonate roofing,5964-5990-5994-8590,Yes,No,"2,3,4,5,6,7,10",Yes
8589,Building-renovation > Building-supplies > Roofing > Roofing-iron,Roofing iron,5964-5990-5994-8589,Yes,No,"2,3,4,5,6,7,10",Yes
8591,Building-renovation > Building-supplies > Roofing > Spouting-drainage,Spouting & drainage,5964-5990-5994-8591,Yes,No,"2,3,4,5,6,7,10",Yes
8592,Building-renovation > Building-supplies > Roofing > Tiles,Tiles,5964-5990-5994-8592,Yes,No,"2,3,4,5,6,7,10",Yes
8594,Building-renovation > Building-supplies > Safety-gear > Fire-extinguishers,Fire extinguishers,5964-5990-5991-8594,Yes,No,"2,3,4,5,6,7,10",Yes
8596,Building-renovation > Building-supplies > Safety-gear > High-visibility-clothing,High visibility clothing,5964-5990-5991-8596,Yes,No,"2,3,4,5,6,7,10",Yes
8597,Building-renovation > Building-supplies > Safety-gear > Other,Other,5964-5990-5991-8597,Yes,No,"2,3,4,5,6,7,10",Yes
8595,Building-renovation > Building-supplies > Safety-gear > Protective-gear,Protective gear,5964-5990-5991-8595,Yes,No,"2,3,4,5,6,7,10",Yes
8599,Building-renovation > Building-supplies > Scaffolding-ladders > Ladders,Ladders,5964-5990-5995-8599,Yes,No,"2,3,4,5,6,7,10",Yes
8600,Building-renovation > Building-supplies > Scaffolding-ladders > Other,Other,5964-5990-5995-8600,Yes,No,"2,3,4,5,6,7,10",Yes
8598,Building-renovation > Building-supplies > Scaffolding-ladders > Scaffolding,Scaffolding,5964-5990-5995-8598,Yes,No,"2,3,4,5,6,7,10",Yes
9752,Building-renovation > Building-supplies > Tarpaulins-covers,Tarpaulins & covers,5964-5990-9752,Yes,No,"2,3,4,5,6,7,10",Yes
8601,Building-renovation > Building-supplies > Timber > Decking-timber,Decking timber,5964-5990-5998-8601,Yes,No,"2,3,4,5,6,7,10",Yes
8602,Building-renovation > Building-supplies > Timber > Fencing,Fencing,5964-5990-5998-8602,Yes,No,"2,3,4,5,6,7,10",Yes
8603,Building-renovation > Building-supplies > Timber > Framing,Framing,5964-5990-5998-8603,Yes,No,"2,3,4,5,6,7,10",Yes
8604,Building-renovation > Building-supplies > Timber > Other,Other,5964-5990-5998-8604,Yes,No,"2,3,4,5,6,7,10",Yes
5314,Building-renovation > Building-supplies > Timber > Weatherboards,Weatherboards,5964-5990-5998-5314,Yes,No,"2,3,4,5,6,7,10",Yes
5996,Building-renovation > Building-supplies > Workbenches,Workbenches,5964-5990-5996,Yes,No,"2,3,4,5,6,7,10",Yes
5987,Building-renovation > Carpet-tiles-flooring > Carpet,Carpet,5964-5984-5987,Yes,No,"2,3,4,5,6,7,10",Yes
5986,Building-renovation > Carpet-tiles-flooring > Floorboards,Floorboards,5964-5984-5986,Yes,No,"2,3,4,5,6,7,10",Yes
5988,Building-renovation > Carpet-tiles-flooring > Other,Other,5964-5984-5988,Yes,No,"2,3,4,5,6,7,10",Yes
8605,Building-renovation > Carpet-tiles-flooring > Tiles > Ceramic,Ceramic,5964-5984-5985-8605,Yes,No,"2,3,4,5,6,7,10",Yes
9230,Building-renovation > Carpet-tiles-flooring > Tiles > Cork,Cork,5964-5984-5985-9230,Yes,No,"2,3,4,5,6,7,10",Yes
8607,Building-renovation > Carpet-tiles-flooring > Tiles > Granite-marble,Granite & marble,5964-5984-5985-8607,Yes,No,"2,3,4,5,6,7,10",Yes
8608,Building-renovation > Carpet-tiles-flooring > Tiles > Other,Other,5964-5984-5985-8608,Yes,No,"2,3,4,5,6,7,10",Yes
8606,Building-renovation > Carpet-tiles-flooring > Tiles > Porcelain,Porcelain,5964-5984-5985-8606,Yes,No,"2,3,4,5,6,7,10",Yes
8609,Building-renovation > Carpet-tiles-flooring > Vinyl,Vinyl,5964-5984-8609,Yes,No,"2,3,4,5,6,7,10",Yes
8612,Building-renovation > Doors-windows-mouldings > Doors > Bifold-doors,Bifold doors,5964-6022-6023-8612,Yes,No,"2,3,4,5,6,7,10",Yes
8610,Building-renovation > Doors-windows-mouldings > Doors > French-doors,French doors,5964-6022-6023-8610,Yes,No,"2,3,4,5,6,7,10",Yes
8615,Building-renovation > Doors-windows-mouldings > Doors > Other,Other,5964-6022-6023-8615,Yes,No,"2,3,4,5,6,7,10",Yes
8613,Building-renovation > Doors-windows-mouldings > Doors > Security-doors,Security doors,5964-6022-6023-8613,Yes,No,"2,3,4,5,6,7,10",Yes
8614,Building-renovation > Doors-windows-mouldings > Doors > Single-doors,Single doors,5964-6022-6023-8614,Yes,No,"2,3,4,5,6,7,10",Yes
8611,Building-renovation > Doors-windows-mouldings > Doors > Sliding-doors,Sliding doors,5964-6022-6023-8611,Yes,No,"2,3,4,5,6,7,10",Yes
6025,Building-renovation > Doors-windows-mouldings > Mouldings,Mouldings,5964-6022-6025,Yes,No,"2,3,4,5,6,7,10",Yes
6026,Building-renovation > Doors-windows-mouldings > Other,Other,5964-6022-6026,Yes,No,"2,3,4,5,6,7,10",Yes
8617,Building-renovation > Doors-windows-mouldings > Windows > Aluminium-windows,Aluminium windows,5964-6022-6024-8617,Yes,No,"2,3,4,5,6,7,10",Yes
8619,Building-renovation > Doors-windows-mouldings > Windows > Other,Other,5964-6022-6024-8619,Yes,No,"2,3,4,5,6,7,10",Yes
8616,Building-renovation > Doors-windows-mouldings > Windows > Stained-glass-leadlight,Stained glass & leadlight,5964-6022-6024-8616,Yes,No,"2,3,4,5,6,7,10",Yes
8618,Building-renovation > Doors-windows-mouldings > Windows > Wooden,Wooden,5964-6022-6024-8618,Yes,No,"2,3,4,5,6,7,10",Yes
5967,Building-renovation > Electrical-lighting > Cabling,Cabling,5964-5965-5967,Yes,No,"2,3,4,5,6,7,10",Yes
8623,Building-renovation > Electrical-lighting > Lights > Exterior-lights,Exterior lights,5964-5965-5966-8623,Yes,No,"2,3,4,5,6,7,10",Yes
8622,Building-renovation > Electrical-lighting > Lights > Hanging-lights,Hanging lights,5964-5965-5966-8622,Yes,No,"2,3,4,5,6,7,10",Yes
8620,Building-renovation > Electrical-lighting > Lights > Inset-lights,Inset lights,5964-5965-5966-8620,Yes,No,"2,3,4,5,6,7,10",Yes
8624,Building-renovation > Electrical-lighting > Lights > Other,Other,5964-5965-5966-8624,Yes,No,"2,3,4,5,6,7,10",Yes
8621,Building-renovation > Electrical-lighting > Lights > Wall-lights,Wall lights,5964-5965-5966-8621,Yes,No,"2,3,4,5,6,7,10",Yes
5969,Building-renovation > Electrical-lighting > Other,Other,5964-5965-5969,Yes,No,"2,3,4,5,6,7,10",Yes
8628,Building-renovation > Electrical-lighting > Switches-switchboards > Other,Other,5964-5965-5968-8628,Yes,No,"2,3,4,5,6,7,10",Yes
8627,Building-renovation > Electrical-lighting > Switches-switchboards > Sockets,Sockets,5964-5965-5968-8627,Yes,No,"2,3,4,5,6,7,10",Yes
8626,Building-renovation > Electrical-lighting > Switches-switchboards > Switchboards,Switchboards,5964-5965-5968-8626,Yes,No,"2,3,4,5,6,7,10",Yes
8625,Building-renovation > Electrical-lighting > Switches-switchboards > Switches,Switches,5964-5965-5968-8625,Yes,No,"2,3,4,5,6,7,10",Yes
8630,Building-renovation > Fixtures-fittings > Handles-levers,Handles & levers,5964-6027-8630,Yes,No,"2,3,4,5,6,7,10",Yes
8629,Building-renovation > Fixtures-fittings > Knobs,Knobs,5964-6027-8629,Yes,No,"2,3,4,5,6,7,10",Yes
8631,Building-renovation > Fixtures-fittings > Knockers,Knockers,5964-6027-8631,Yes,No,"2,3,4,5,6,7,10",Yes
8632,Building-renovation > Fixtures-fittings > Locks-latches,Locks & latches,5964-6027-8632,Yes,No,"2,3,4,5,6,7,10",Yes
8634,Building-renovation > Fixtures-fittings > Other,Other,5964-6027-8634,Yes,No,"2,3,4,5,6,7,10",Yes
8633,Building-renovation > Fixtures-fittings > Rails-railings,Rails & railings,5964-6027-8633,Yes,No,"2,3,4,5,6,7,10",Yes
6041,Building-renovation > Heating-cooling > Air-conditioning,Air conditioning,5964-6039-6041,Yes,No,"2,3,4,5,6,7,10",Yes
6040,Building-renovation > Heating-cooling > Fireplaces,Fireplaces,5964-6039-6040,Yes,No,"2,3,4,5,6,7,10",Yes
6042,Building-renovation > Heating-cooling > Heating-systems,Heating systems,5964-6039-6042,Yes,No,"2,3,4,5,6,7,10",Yes
6043,Building-renovation > Heating-cooling > Insulation,Insulation,5964-6039-6043,Yes,No,"2,3,4,5,6,7,10",Yes
6044,Building-renovation > Heating-cooling > Other,Other,5964-6039-6044,Yes,No,"2,3,4,5,6,7,10",Yes
8636,Building-renovation > Kitchen > Complete-kitchens,Complete kitchens,5964-5970-8636,Yes,No,"2,3,4,5,6,7,10",Yes
8635,Building-renovation > Kitchen > Countertops-benches,Countertops & benches,5964-5970-8635,Yes,No,"2,3,4,5,6,7,10",Yes
6028,Building-renovation > Kitchen > Kitchen-cabinets,Kitchen cabinets,5964-5970-6028,Yes,No,"2,3,4,5,6,7,10",Yes
5974,Building-renovation > Kitchen > Other,Other,5964-5970-5974,Yes,No,"2,3,4,5,6,7,10",Yes
5971,Building-renovation > Kitchen > Rangehoods,Rangehoods,5964-5970-5971,Yes,No,"2,3,4,5,6,7,10",Yes
5973,Building-renovation > Kitchen > Sinks,Sinks,5964-5970-5973,Yes,No,"2,3,4,5,6,7,10",Yes
5989,Building-renovation > Other,Other,5964-5989,Yes,No,"2,3,4,5,6,7,10",Yes
5978,Building-renovation > Painting-wallpaper > Brushes-rollers,Brushes & rollers,5964-5975-5978,Yes,No,"2,3,4,5,6,7,10",Yes
5979,Building-renovation > Painting-wallpaper > Other,Other,5964-5975-5979,Yes,No,"2,3,4,5,6,7,10",Yes
8639,Building-renovation > Painting-wallpaper > Paint > Exterior-paint,Exterior paint,5964-5975-5976-8639,Yes,No,"2,3,4,5,6,7,10",Yes
8638,Building-renovation > Painting-wallpaper > Paint > Interior-paint,Interior paint,5964-5975-5976-8638,Yes,No,"2,3,4,5,6,7,10",Yes
8640,Building-renovation > Painting-wallpaper > Paint > Other,Other,5964-5975-5976-8640,Yes,No,"2,3,4,5,6,7,10",Yes
8637,Building-renovation > Painting-wallpaper > Paint > Roof-paint,Roof paint,5964-5975-5976-8637,Yes,No,"2,3,4,5,6,7,10",Yes
5977,Building-renovation > Painting-wallpaper > Wallpaper,Wallpaper,5964-5975-5977,Yes,No,"2,3,4,5,6,7,10",Yes
5982,Building-renovation > Plumbing-gas > Hot-water-cylinders,Hot water cylinders,5964-5980-5982,Yes,No,"2,3,4,5,6,7,10",Yes
5983,Building-renovation > Plumbing-gas > Other,Other,5964-5980-5983,Yes,No,"2,3,4,5,6,7,10",Yes
5981,Building-renovation > Plumbing-gas > Tapware,Tapware,5964-5980-5981,Yes,No,"2,3,4,5,6,7,10",Yes
9753,Building-renovation > Portable-cabins,Portable cabins,5964-9753,Yes,No,"2,3,4,5,6,7,10",Yes
9818,Building-renovation > Tools > Airtools-compressors > Blowers-dusters-vacuums,"Blowers, dusters & vacuums",5964-5999-6003-9818,Yes,No,"2,3,4,5,6,7,10",Yes
9819,Building-renovation > Tools > Airtools-compressors > Chisels,Chisels,5964-5999-6003-9819,Yes,No,"2,3,4,5,6,7,10",Yes
6346,Building-renovation > Tools > Airtools-compressors > Compressors,Compressors,5964-5999-6003-6346,Yes,No,"2,3,4,5,6,7,10",Yes
9820,Building-renovation > Tools > Airtools-compressors > Cutters-nibblers,Cutters & nibblers,5964-5999-6003-9820,Yes,No,"2,3,4,5,6,7,10",Yes
9821,Building-renovation > Tools > Airtools-compressors > Drills,Drills,5964-5999-6003-9821,Yes,No,"2,3,4,5,6,7,10",Yes
9822,Building-renovation > Tools > Airtools-compressors > Grinders,Grinders,5964-5999-6003-9822,Yes,No,"2,3,4,5,6,7,10",Yes
9823,Building-renovation > Tools > Airtools-compressors > Nail-staple-guns,Nail & staple guns,5964-5999-6003-9823,Yes,No,"2,3,4,5,6,7,10",Yes
6348,Building-renovation > Tools > Airtools-compressors > Other,Other,5964-5999-6003-6348,Yes,No,"2,3,4,5,6,7,10",Yes
8641,Building-renovation > Tools > Airtools-compressors > Other-airtools,Other airtools,5964-5999-6003-8641,Yes,No,"2,3,4,5,6,7,10",Yes
6447,Building-renovation > Tools > Airtools-compressors > Regulators-hoses,Regulators & hoses,5964-5999-6003-6447,Yes,No,"2,3,4,5,6,7,10",Yes
6347,Building-renovation > Tools > Airtools-compressors > Sanders-sand-blasters,Sanders & sand blasters,5964-5999-6003-6347,Yes,No,"2,3,4,5,6,7,10",Yes
6345,Building-renovation > Tools > Airtools-compressors > Spray-guns,Spray guns,5964-5999-6003-6345,Yes,No,"2,3,4,5,6,7,10",Yes
9824,Building-renovation > Tools > Airtools-compressors > Wrenches-ratchets,Wrenches & ratchets,5964-5999-6003-9824,Yes,No,"2,3,4,5,6,7,10",Yes
3656,Building-renovation > Tools > Hand-tools > Accessories-consumables,Accessories & consumables,5964-5999-6004-3656,Yes,No,"2,3,4,5,6,7,10",Yes
6349,Building-renovation > Tools > Hand-tools > Drills,Drills,5964-5999-6004-6349,Yes,No,"2,3,4,5,6,7,10",Yes
6005,Building-renovation > Tools > Hand-tools > Files-chisels,Files & chisels,5964-5999-6004-6005,Yes,No,"2,3,4,5,6,7,10",Yes
6006,Building-renovation > Tools > Hand-tools > Hammers,Hammers,5964-5999-6004-6006,Yes,No,"2,3,4,5,6,7,10",Yes
6007,Building-renovation > Tools > Hand-tools > Knives-cutters,Knives & cutters,5964-5999-6004-6007,Yes,No,"2,3,4,5,6,7,10",Yes
8642,Building-renovation > Tools > Hand-tools > Levelling,Levelling,5964-5999-6004-8642,Yes,No,"2,3,4,5,6,7,10",Yes
6008,Building-renovation > Tools > Hand-tools > Measuring,Measuring,5964-5999-6004-6008,Yes,No,"2,3,4,5,6,7,10",Yes
6014,Building-renovation > Tools > Hand-tools > Other,Other,5964-5999-6004-6014,Yes,No,"2,3,4,5,6,7,10",Yes
6009,Building-renovation > Tools > Hand-tools > Planes,Planes,5964-5999-6004-6009,Yes,No,"2,3,4,5,6,7,10",Yes
6010,Building-renovation > Tools > Hand-tools > Pliers,Pliers,5964-5999-6004-6010,Yes,No,"2,3,4,5,6,7,10",Yes
6011,Building-renovation > Tools > Hand-tools > Saws,Saws,5964-5999-6004-6011,Yes,No,"2,3,4,5,6,7,10",Yes
6012,Building-renovation > Tools > Hand-tools > Screwdrivers,Screwdrivers,5964-5999-6004-6012,Yes,No,"2,3,4,5,6,7,10",Yes
9825,Building-renovation > Tools > Hand-tools > Sets-kits,Sets & kits,5964-5999-6004-9825,Yes,No,"2,3,4,5,6,7,10",Yes
6013,Building-renovation > Tools > Hand-tools > Spanners-wrenches,Spanners & wrenches,5964-5999-6004-6013,Yes,No,"2,3,4,5,6,7,10",Yes
6350,Building-renovation > Tools > Hand-tools > Vices-clamps-presses,"Vices, clamps & presses",5964-5999-6004-6350,Yes,No,"2,3,4,5,6,7,10",Yes
6002,Building-renovation > Tools > Other,Other,5964-5999-6002,Yes,No,"2,3,4,5,6,7,10",Yes
6354,Building-renovation > Tools > Power-tools > Accessories-consumables,Accessories & consumables,5964-5999-6015-6354,Yes,No,"2,3,4,5,6,7,10",Yes
3610,Building-renovation > Tools > Power-tools > Augers-post-hole-borers,Augers & post hole borers,5964-5999-6015-3610,Yes,No,"2,3,4,5,6,7,10",Yes
9826,Building-renovation > Tools > Power-tools > Batteries-chargers,Batteries & chargers,5964-5999-6015-9826,Yes,No,"2,3,4,5,6,7,10",Yes
3654,Building-renovation > Tools > Power-tools > Compactors,Compactors,5964-5999-6015-3654,Yes,No,"2,3,4,5,6,7,10",Yes
9828,Building-renovation > Tools > Power-tools > Concrete-mixers-tools,Concrete mixers & tools,5964-5999-6015-9828,Yes,No,"2,3,4,5,6,7,10",Yes
9827,Building-renovation > Tools > Power-tools > Cutters-shears-nibblers,"Cutters, shears & nibblers",5964-5999-6015-9827,Yes,No,"2,3,4,5,6,7,10",Yes
6016,Building-renovation > Tools > Power-tools > Drills-screwdrivers,Drills & screwdrivers,5964-5999-6015-6016,Yes,No,"2,3,4,5,6,7,10",Yes
6017,Building-renovation > Tools > Power-tools > Grinders,Grinders,5964-5999-6015-6017,Yes,No,"2,3,4,5,6,7,10",Yes
9829,Building-renovation > Tools > Power-tools > Heat-guns-stripping-tools,Heat guns & stripping tools,5964-5999-6015-9829,Yes,No,"2,3,4,5,6,7,10",Yes
3655,Building-renovation > Tools > Power-tools > Lifters-props-jacks,"Lifters, props & jacks",5964-5999-6015-3655,Yes,No,"2,3,4,5,6,7,10",Yes
6018,Building-renovation > Tools > Power-tools > Nail-staple-glue-guns,"Nail, staple & glue guns",5964-5999-6015-6018,Yes,No,"2,3,4,5,6,7,10",Yes
6021,Building-renovation > Tools > Power-tools > Other,Other,5964-5999-6015-6021,Yes,No,"2,3,4,5,6,7,10",Yes
6353,Building-renovation > Tools > Power-tools > Planers-thicknessers,Planers & thicknessers,5964-5999-6015-6353,Yes,No,"2,3,4,5,6,7,10",Yes
6351,Building-renovation > Tools > Power-tools > Routers,Routers,5964-5999-6015-6351,Yes,No,"2,3,4,5,6,7,10",Yes
6019,Building-renovation > Tools > Power-tools > Sanders,Sanders,5964-5999-6015-6019,Yes,No,"2,3,4,5,6,7,10",Yes
6352,Building-renovation > Tools > Power-tools > Saw-blades,Saw blades,5964-5999-6015-6352,Yes,No,"2,3,4,5,6,7,10",Yes
6020,Building-renovation > Tools > Power-tools > Saws,Saws,5964-5999-6015-6020,Yes,No,"2,3,4,5,6,7,10",Yes
9830,Building-renovation > Tools > Power-tools > Sets-kits,Sets & kits,5964-5999-6015-9830,Yes,No,"2,3,4,5,6,7,10",Yes
9816,Building-renovation > Tools > Tool-boxes > Bench-toolboxes,Bench toolboxes,5964-5999-9813-9816,Yes,No,"2,3,4,5,6,7,10",Yes
9817,Building-renovation > Tools > Tool-boxes > Cabinets-workshop-toolboxes,Cabinets & workshop toolboxes,5964-5999-9813-9817,Yes,No,"2,3,4,5,6,7,10",Yes
6001,Building-renovation > Tools > Tool-boxes > Other,Other,5964-5999-9813-6001,Yes,No,"2,3,4,5,6,7,10",Yes
9814,Building-renovation > Tools > Tool-boxes > Toolboxes-tools,Toolboxes & tools,5964-5999-9813-9814,Yes,No,"2,3,4,5,6,7,10",Yes
9815,Building-renovation > Tools > Tool-boxes > Ute-van-toolboxes,Ute & van toolboxes,5964-5999-9813-9815,Yes,No,"2,3,4,5,6,7,10",Yes
4340,Business-farming-industry > Businesses-for-sale > Internet-technology,Internet & technology,10-36-4340,No,Yes,"21,28,42,56",No
4338,Business-farming-industry > Businesses-for-sale > Manufacturing,Manufacturing,10-36-4338,No,Yes,"21,28,42,56",No
4341,Business-farming-industry > Businesses-for-sale > Other,Other,10-36-4341,No,Yes,"21,28,42,56",No
8770,Business-farming-industry > Businesses-for-sale > Retail > Clothing,Clothing,10-36-4337-8770,No,Yes,"21,28,42,56",No
8769,Business-farming-industry > Businesses-for-sale > Retail > Dairies-convenience-stores,Dairies & convenience stores,10-36-4337-8769,No,Yes,"21,28,42,56",No
8767,Business-farming-industry > Businesses-for-sale > Retail > Fast-food-takeaway,Fast food & takeaway,10-36-4337-8767,No,Yes,"21,28,42,56",No
8766,Business-farming-industry > Businesses-for-sale > Retail > Mobile-food-drink,Mobile food & drink,10-36-4337-8766,No,Yes,"21,28,42,56",No
8771,Business-farming-industry > Businesses-for-sale > Retail > Other,Other,10-36-4337-8771,No,Yes,"21,28,42,56",No
8768,Business-farming-industry > Businesses-for-sale > Retail > Videos-books-entertainment,"Videos, books & entertainment",10-36-4337-8768,No,Yes,"21,28,42,56",No
8773,Business-farming-industry > Businesses-for-sale > Services > Cleaning,Cleaning,10-36-4339-8773,No,Yes,"21,28,42,56",No
8772,Business-farming-industry > Businesses-for-sale > Services > Gardening-landscaping,Gardening & landscaping,10-36-4339-8772,No,Yes,"21,28,42,56",No
8774,Business-farming-industry > Businesses-for-sale > Services > Other,Other,10-36-4339-8774,No,Yes,"21,28,42,56",No
8776,Business-farming-industry > Businesses-for-sale > Tourism-hospitality > Accommodation,Accommodation,10-36-4336-8776,No,Yes,"21,28,42,56",No
8778,Business-farming-industry > Businesses-for-sale > Tourism-hospitality > Other,Other,10-36-4336-8778,No,Yes,"21,28,42,56",No
8775,Business-farming-industry > Businesses-for-sale > Tourism-hospitality > Restaurants-bars-cafes,"Restaurants, bars & cafes",10-36-4336-8775,No,Yes,"21,28,42,56",No
8777,Business-farming-industry > Businesses-for-sale > Tourism-hospitality > Tours-transport,Tours & transport,10-36-4336-8777,No,Yes,"21,28,42,56",No
6327,Business-farming-industry > Carbon-credits,Carbon credits,10-6327,Yes,Yes,"2,3,4,5,6,7,10,14",Yes
1263,Business-farming-industry > Farming-forestry > Aquaculture,Aquaculture,10-395-1263,Yes,No,"2,3,4,5,6,7,10",Yes
1273,Business-farming-industry > Farming-forestry > Beekeeping,Beekeeping,10-395-1273,Yes,No,"2,3,4,5,6,7,10",Yes
1279,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Footwear,Footwear,10-395-1278-1279,Yes,No,"2,3,4,5,6,7,10",Yes
1280,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Gloves,Gloves,10-395-1278-1280,Yes,No,"2,3,4,5,6,7,10",Yes
1281,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Headwear,Headwear,10-395-1278-1281,Yes,No,"2,3,4,5,6,7,10",Yes
1282,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Jackets,Jackets,10-395-1278-1282,Yes,No,"2,3,4,5,6,7,10",Yes
1375,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Other,Other,10-395-1278-1375,Yes,No,"2,3,4,5,6,7,10",Yes
1297,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Overalls-dungarees-b,"Overalls, dungarees & bibs",10-395-1278-1297,Yes,No,"2,3,4,5,6,7,10",Yes
1335,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Safety-clothing-gear,Safety clothing & gear,10-395-1278-1335,Yes,No,"2,3,4,5,6,7,10",Yes
1337,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Shorts-trousers,Shorts & trousers,10-395-1278-1337,Yes,No,"2,3,4,5,6,7,10",Yes
1345,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Tops-shirts,Tops & shirts,10-395-1278-1345,Yes,No,"2,3,4,5,6,7,10",Yes
1346,Business-farming-industry > Farming-forestry > Clothing-safety-workwear > Wet-weather-gear,Wet weather gear,10-395-1278-1346,Yes,No,"2,3,4,5,6,7,10",Yes
1413,Business-farming-industry > Farming-forestry > Dairy-milking-equipment > Cleaners-detergents,Cleaners & detergents,10-395-1399-1413,Yes,No,"2,3,4,5,6,7,10",Yes
